"550614","Appetitt nr 2/2011","(ukjent)"
"550615","Vi menn (23+24/2011)","(ukjent)"
"550616","Gone (3)","978-82-516-2591-3"
"550617","Gone (2)","978-82-516-2590-6"
"550618","K K GID","978-82-04-15649-5"
"550619","KK GID 4 ever (2)","978-82-02-33469-7"
"550620","Mitt bankande hjarte","978-82-02-33378-2"
"550621","Afrodite og ulykkesfuglen","9788205398160"
"550622","Sommer og herlige hemmeligheter","9788205410459"
"550623","David skater","978-82-02-33507-6"
"550624","Ondskapens engel(4)","978-82-03-25259-4"
"550625","Sjøuhyret i Bergsjøen","978-82-02-34427-6"
"550626","Loverboys","978-82-02-33132-0"
"550627","Forførende ondskap","978-82-05-40135-8"
"550628","Coco Chanel","978-82-05-40399-4"
"550629","Virginia Woolf","978-82-05-40400-7"
"550630","Himmelørnen","978-82-02-33606-6"
"550631","Søsteren min på peishylla","9788202336851"
"550632","Blücher synker","978-82-02-34467-2"
"550633","Trash","978-82-03-25339-3"
"550634","Rått","9788205402379"
"550635","National geographic nr 07/2011","(ukjent)"
"550636","Hund & fritid! (4/2011)","(ukjent)"
"550637","Kapital (11/2011)","0332-5423"
"550638","Fjell og vidde (4/2011)","0332-8775"
"550639","Kjærlighetens egenartede hukommelse","978-82-05-40188-4"
"550640","Foreldre & barn (8/2011)","(ukjent)"
"550641","Illustrert vitenskap nr 10/2011","(ukjent)"
"550642","Vi menn (25+26/2011)","(ukjent)"
"550643","Hjemmet (25+26/2011)","(ukjent)"
"550644","Innsikt (Aftenposten) (7/2011)","(ukjent)"
"550645","Reiser & ferie (6/2011)","(ukjent)"
"550646","Bedre helse nr. (5/2011)","(ukjent)"
"550647","Reisen hjem","978-82-8205-099-9"
"550648","Innovasjon i omsorg","978-82-583-1099-7"
"550649","Kapital (12/2011)","0332-5423"
"550650","Månemysteriet","978-82-04-12798-3"
"550652","Maleren fra Shanghai","978-82-8260021-7"
"550653","Vi menn (27+28/2011)","(ukjent)"
"550654","Hjemmet (27+28/2011)","(ukjent)"
"550656","Kjempene faller","978-82-02-24699-0"
"550657","Vi menn (29+30/2011)","(ukjent)"
"550658","Illustrert vitenskap nr 11/2011","(ukjent)"
"550659","Hjemmet (29+30/2011)","(ukjent)"
"550660","Foreldre & barn (8/2011)","(ukjent)"
"550661","Hund & fritid! (5/2011)","(ukjent)"
"550662","National geographic nr 07/2011","(ukjent)"
"550663","Jonas","(ukjent)"
"550664","Vi menn (31+32/2011)","(ukjent)"
"550665","Hjemmet (31+32/2011)","(ukjent)"
"550666","Illustrert vitenskap nr 12/2011","(ukjent)"
"550667","Levende historie nr 5/2011","(ukjent)"
"550668","Bedre helse nr. (6/2011)","(ukjent)"
"550669","(ukjent)","(ukjent)"
"550670","Pappaen med de store skoene","978-82-05-39707-1"
"550671","Følge meg alle mine dager","978-82-02-34674-4"
"550672","Jakten på Eichmann","978-82-516-2483-1"
"550673","Camorraland","978-82-02-31622-8"
"550674","Minnene ser oss","978-82-02-33350-8"
"550675","Livet utenfor","978-82-02-33111-5"
"550676","Den som reddes kan","978-82-02-34847-2"
"550677","Hijabhistorier","978-82-02-31080-6"
"550678","Høye mann","978-82-495-0749-8"
"550680","Melankolske rom","978-82-02-32188-8"
"550681","Fiolinane","978-82-521-7549-3"
"550682","Jeg så verden for tidlig","978-82-495-0770-2"
"550683","Krokodillens gule øyne","978-82-8087-355-2"
"550684","Luremus","978-82-02-34816-4"
"550685","Himmelrike og helvete","978-82-7547-406-1"
"550686","(ukjent)","(ukjent)"
"550687","Krystallslottet","978-82-7900-453-0"
"550688","Brighton Blues","978-82-02-32937-2"
"550689","Det søte liv","978-82-02-34777-2"
"550690","Skipshunden Bamse","978-82-529-3345-1"
"550691","Satellittmenneskene","978-82-02-36589-9"
"550692","Jeg kan se i mørket","978-82-02-34986-8"
"550693","Jeg skal gjøre deg så lykkelig","978-82-1495-0863-1"
"550694","1Q84","978-82-530-3380-8"
"550695","National geographic nr 08/2011","(ukjent)"
"550696","Kapital (13/2011)","0332-5423"
"550697","Kapital (14/2011)","0332-5423"
"550698","Fjell og vidde (5/2011)","0332-8775"
"550699","Hjemmet (33+34/2011)","(ukjent)"
"550700","Vi menn (33+34/2011)","(ukjent)"
"550701","Illustrert vitenskap nr 13/2011","(ukjent)"
"550702","Foreldre & barn (9/2011)","(ukjent)"
"550703","Orkanens øye","(ukjent)"
"550705","Sirile gentlemen søkes","978-82-8270-003-0"
"550706","Steinhjerte (10)","978-82-516-3142-6"
"550707","Reiser & ferie (7/2011)","(ukjent)"
"550709","Normans område","978-82-03-35034-4"
"550712","Hjemmet (35+36/2011)","(ukjent)"
"550713","Smaken av eplekjerner","978-82-05-41576-8"
"550714","Malstrøm","978-82-05-35014-4"
"550715","Den siste coyote","978-82-05-41641-3"
"550716","Loven i en Lincoln","978-82-05-41836-3"
"550717","Vi menn (35+36/2011)","(ukjent)"
"550718","Hund & fritid! (6/2011)","(ukjent)"
"550719","Innsikt (Aftenposten) (8/2011)","(ukjent)"
"550720","Glimt av vår (11)","978-82-516-3143-6"
"550721","Himmelstorm (12)","978-82-516-3803-6"
"550722","(ukjent)","(ukjent)"
"550728","Levende historie nr 6/2011","(ukjent)"
"550729","Svimerket (13)","978-82-516-3825-6"
"550730","Vendepunktet (14)","978-82-516-3850-6"
"550731","Etterlyst (15)","978-82-516-3875-3"
"550732","Sjalusikvaler (16)","978-82-516-3909-5"
"550733","Fanget hjerte (17)","978-82-516-3936-1"
"550734","Dødens tjern (18)","978-82-516-3972-9"
"550735","Brutte løfter (19)","978-82-516-4500-3"
"550736","Etterspill (20)","978-82-516-4501-0"
"550737","Våkenatt (21)","978-82-516-4502-7"
"550738","Forsoningen (22)","978-82-516-4503-4"
"550739","Innsirkling","978-82-03-19400-9"
"550740","Innsirkling 2","9788203197819"
"550756","Jeg lukket døren bak ham da han gikk","978-82-05-35775-4"
"550759","Skinn","978-82-419-0687-9"
"550760","De ingen savner","978-82-419-0646-6"
"550761","Giftstrøm","978-82-419-0723-4"
"550762","Dette er mine gamle dager","978-82-495-0802-0"
"550763","Blått lyn","978-82-419-0616-9"
"550764","Byssan lull","978-82-419-0683-1"
"550765","Der jorden reiser seg","978-82-419-0672-5"
"550766","Askepott","978-82-8143-248-2"
"550767","Tusenfryd","978-82-8143-287-1"
"550769","Glassarven","978-82-82-8205-1101"
"550771","(ukjent)","(ukjent)"
"550772","(ukjent)","(ukjent)"
"550773","(ukjent)","(ukjent)"
"550774","Vi menn (37+38/2011)","(ukjent)"
"550775","Illustrert vitenskap nr 14/2011","(ukjent)"
"550776","Kapital (15/2011)","0332-5423"
"550778","Kretsen","978-82-05-40866-1"
"550779","Født sånn eller blitt sånn?","978-82-05-41971-1"
"550781","Lykksalighet","978-82-49-50871-6"
"550782","Amundsens betrodde mann","978-82-8271-011-4"
"550784","Små kriger","978-82-05-40808-1"
"550785","Svanetyvene","978-82-02-32973-0"
"550786","Erindringer","978-82-05-41187-6"
"550787","La kloden spinne","978-82-02-32572-5"
"550788","Solar","978-82-05-40798-5"
"550789","Aksjonen","978-82-05-40962-0"
"550790","Tidskartet","978-82-02-30884-1"
"550795","Metallmyk","978-82-05-40963-7"
"550796","På den andre siden","978-82-495-0845-7"
"550797","Sanctus","978-82-10-05129-6"
"550799","En bit av mitt hjerte","978-82-7547-332-3"
"550801","Grenseløs kjærlighet","978-82-05-40885-2"
"550802","Safirblå","9788205405684"
"550803","Friminuttet","978-82-02-33022-4"
"550804","Den tredje grottens hemmelighet","978-82-05-40674-2"
"550805","Mobiltelefonen","978-82-02-33311-9"
"550806","Parken","978-82-03-25338-6"
"550807","Nissens natt","978-82-02-33506-9"
"550808","Sam finner en feit frosk","978-82-03-25130-6"
"550809","Hallo der inne!, eller Det en ufødt bør vite","978-82-02-33184-9"
"550810","Kjelleren","978-82-05-40948-4"
"550811","Knoterud FK i Norway Cup","978-82-02-34423-8"
"550812","Svein og rotta og monstertanna","978-82-03-25345-4"
"550813","Gutten i speilet","978-82-02-34426-9"
"550814","Åsas grøss","978-82-02-34425-2"
"550815","Sprett i håret - sug i magen","978-82-521-7749-7"
"550816","B-laget lager b-film","978-82-998395-3-2"
"550817","Uhyret i skogen","978-82-02-30829-2"
"550818","Hallo, elsk meg da","978-82-02-33817-6"
"550819","Bestevenner","978-82-02-33666-0"
"550820","Jakten på den perfekte ponnien","978-82-05-39839-9"
"550821","Hundre raketter og ett skudd","978-82-05-40949-1"
"550822","Kaspar, Atom-Ragnar og pyromanen","978-82-02-33725-4"
"550823","Hvis du elsker meg","978-82-05-40994-1"
"550824","Kjæresten om natten","978-82-03-25334-8"
"550825","Himmelen begynner her","978-82-05-41498-3"
"550826","Hjemmet (37+38/2011)","(ukjent)"
"550827","Androiden","82-478-0429-8"
"550828","Tidsreisen","82-478-0430-1"
"550829","Reaksjonen","82-478-0432-8"
"550831","Døden på Oslo S","978-82-02-24700-3"
"550833","Bedre helse nr. (7/2011)","(ukjent)"
"550834","Foreldre & barn (10/2011)","(ukjent)"
"550835","Helvetets helter","978-82-02-32766-8"
"550836","National geographic nr 09/2011","(ukjent)"
"550837","Kapital (16/2011)","0332-5423"
"550838","6. time kl 13.20-14.05","(ukjent)"
"550839","Gitte er en f...","(ukjent)"
"550840","666","(ukjent)"
"550841","Dette blir mellom oss","(ukjent)"
"550842","Dagens helt","(ukjent)"
"550843","Veggpryd","(ukjent)"
"550844","Same kva som hender","(ukjent)"
"550845","Dommens dag","(ukjent)"
"550849","Den hellige natten","(ukjent)"
"550851","Appetitt nr 3/2011","(ukjent)"
"550852","Illustrert vitenskap nr 15/2011","(ukjent)"
"550859","Feit","978-82-92866-20-7"
"550861","Gjennom natten","978-82-02-35799-3"
"550865","Hjemmet (39+40/2011)","(ukjent)"
"550866","Vi menn (39+40/2011)","(ukjent)"
"550867","Reiser & ferie (8/2011)","(ukjent)"
"550868","Mannen som elsket Yngve (1)","(ukjent)"
"550869","Pixley Mapogo (4)","978-82-495-0666-8"
"550870","Panserhjerte","978-82-03-19551-8"
"550871","Kapital (17/2011)","0332-5423"
"550876","Bli hvis du kan, reis hvis du må","978-82-03-19591-4"
"550877","Alle vil hjem. Ingen vil tilbake","978-82-03-35037-5"
"550879","Samlede dikt","82-05-24369-7"
"550880","Et spørsmål om beskyttelse","978-82-05-41189-0"
"550881","Innsikt (Aftenposten) (9/2011)","(ukjent)"
"550882","Levende historie nr 7/2011","(ukjent)"
"550883","Redningsmenn og lykkejegere","978-82-03-29194-4"
"550884","Wenches ukemenyer for hele året","978-82-02-34451-1"
"550886","Talent for lykke","978-82-05-41906-3"
"550887","Bergensbanen 100 år","978-82-10-05075-6"
"550888","Midtvintermørke","978-82-05-40386-4"
"550889","Jenta som dykket inn i jordas indre","978-82-03-21449-3"
"550890","Adam Hiorths veg","978-82-521-7768-8"
"550891","De utvalgte","978-82-10-05051-0"
"550892","Kometen","978-82-05-31434-4"
"550893","Veiskille","978-82-03-21274-1"
"550894","Spill","978-82-93139-04-1"
"550895","De savnede","978-82-10-05134-0"
"550896","Solo","978-82-03-21271-0"
"550897","Helsekokeboken","978-82-02-32935-8"
"550898","Samtale ventar","978-82-521-7908-8"
"550900","Julie","978-82-05-40749-7"
"550903","Berørt","978-82-05-41190-6"
"550904","Brobyggerne","978-82-8143-360-1"
"550905","Vips så ble det liv","978-82-02-34858-8"
"550908","Ljublju","978-82-02-36354-3"
"550909","Det store huset","978-82-02-34296-8"
"550911","Samvirkelagsbestyrer Eirik Sevaldsens pizzabok","978-82-03-23991-5"
"550912","The Hummingbird Bakery kakeboken","978-2-03-23921-2"
"550913","13 timer","978-82-10-05088-6"
"550914","Djevelfjellet","978-82-10-05098-5"
"550916","Livet bruksanvisning","978-82-05-39691-3"
"550917","Jeg trodde det skulle bli fint å komme hit","978-82-49-50846-4"
"550918","Foreldre & barn (11/2011)","(ukjent)"
"550920","Hotel Eldorado","978-82-516-5615-3"
"550921","Livet i fjella og kampen for å overleva Mount Everest","978-82-419-0630-5"
"550922","Urak","978-82-03-35097-9"
"550923","Hyenene","978-82-49-50862-4"
"550924","Dager i stillhetens historie","978-82-03-19721-5"
"550925","Vi menn (41+42/2011)","(ukjent)"
"550926","Hjemmet (41+42/2011)","(ukjent)"
"550927","Hund & fritid! (7/2011)","(ukjent)"
"550928","Som steinen skinner (3)","978-82-02-36559-2"
"550929","Tare Teksum - med viljens kraft","978-82-529-3342-0"
"550930","Århundrets lesebok","82-588-0942-3"
"550931","Illustrert vitenskap nr 16/2011","(ukjent)"
"550932","Kapital (18/2011)","0332-5423"
"550933","Hjemmet (43+44/2011)","(ukjent)"
"550934","Vi menn (43+44/2011)","(ukjent)"
"550935","Den nådeløse","978-82-02-33774-2"
"550936","Utro","978-82-02-33168-9"
"550937","(ukjent)","(ukjent)"
"550938","(ukjent)","(ukjent)"
"550939","Mot","978-82-02-36210-2"
"550941","Innsikt (Aftenposten) (10/2011)","(ukjent)"
"550942","Reiser & ferie (9/2011)","(ukjent)"
"550943","National geographic nr 10/2011","(ukjent)"
"550944","Bedre helse nr. (8/2011)","(ukjent)"
"550945","Kapital (19/2011)","0332-5423"
"550946","Juletre til Afrika","978-82-03-35036-8"
"550947","(ukjent)","(ukjent)"
"550949","Saras nøkkel","978-82-8087-290-6"
"550950","Trøysteboka","978-82-7959-166-5"
"550951","Hjemmet (45+46/2011)","(ukjent)"
"550952","Vi menn (45+46/2011)","(ukjent)"
"550953","Illustrert vitenskap nr 17/2011","(ukjent)"
"550954","Fortellingen om Josef","978-82-489-0830-2"
"550955","Sanger fra rom 22","(ukjent)"
"550956","Levende historie nr 8/2011","(ukjent)"
"550957","National geographic nr 11/2011","(ukjent)"
"550958","Kapital (20/2011)","0332-5423"
"550959","Traktor","(ukjent)"
"550960","Berts dagbok","82-04-11180-0"
"550961","Berts første funderinger","82-04-11183-5"
"550962","Berts videre funderinger","82-04-11184-3"
"550963","Berts ytterligere funderinger","82-04-11185-1"
"550964","Berts bravader","978-82-04-10254-6"
"550965","Berts bekjennelser","978-82-04-10255-3"
"550966","Reiser & ferie (10/2011)","(ukjent)"
"550967","Hund & fritid! (8/2011)","(ukjent)"
"550968","Vi menn (47+48/2011)","(ukjent)"
"550969","Hjemmet (47+48/2011)","(ukjent)"
"550970","Appetitt nr 4/2011","(ukjent)"
"550972","Vitser for hele familien","(ukjent)"
"550973","Innsikt (Aftenposten) (11/2011)","(ukjent)"
"550974","Fjell og vidde (6/2011)","(ukjent)"
"550975","Kapital (21/2011)","0332-5423"
"550976","Foreldre & barn (12/2011)","(ukjent)"
"550977","Illustrert vitenskap nr 18/2011","(ukjent)"
"550978","Reiser & ferie (1/2012)","(ukjent)"
"550979","Hjemmet (49+50/2011)","(ukjent)"
"550980","Vi menn (49+50+51/2011)","(ukjent)"
"550981","Bedre helse nr. (9/2011)","(ukjent)"
"550982","National geographic nr 12/2011","(ukjent)"
"550984","Foreldre & barn (1/2012)","(ukjent)"
"550985","Hjemmet (51+52/2011)","(ukjent)"
"550986","Illustrert vitenskap nr 1/2012","(ukjent)"
"550987","Vi menn (52/2011)","(ukjent)"
"550990","Innsikt (Aftenposten) (1/2012)","(ukjent)"
"550993","Historien som aldri ble fortalt","978-82-03-21710-4"
"550994","Sumobrødre","978-82-03-21451-6"
"550995","Roadmovie","978-82-03-35147-1"
"550997","(ukjent)","(ukjent)"
"550998","(ukjent)","(ukjent)"
"550999","(ukjent)","(ukjent)"
"551000","(ukjent)","(ukjent)"
"551001","(ukjent)","(ukjent)"
"551002","(ukjent)","(ukjent)"
"551003","(ukjent)","(ukjent)"
"551004","(ukjent)","(ukjent)"
"551005","(ukjent)","(ukjent)"
"551006","(ukjent)","(ukjent)"
"551007","(ukjent)","(ukjent)"
"551008","(ukjent)","(ukjent)"
"551009","(ukjent)","(ukjent)"
"551010","(ukjent)","(ukjent)"
"551011","(ukjent)","(ukjent)"
"551012","(ukjent)","(ukjent)"
"551013","(ukjent)","(ukjent)"
"551014","Kvinner før jul","978-82-05-40091-7"
"551015","(ukjent)","(ukjent)"
"551016","(ukjent)","(ukjent)"
"551017","Britannia Road 22","978-82-05-41947-6"
"551020","(ukjent)","(ukjent)"
"551021","(ukjent)","(ukjent)"
"551025","(ukjent)","(ukjent)"
"551030","Syersken fra Madrid","978-82-05-40665-0"
"551031","(ukjent)","(ukjent)"
"551034","Amalie","978-82-05-41089-3"
"551035","Tankevirus","978-82-05-41664-2"
"551038","(ukjent)","(ukjent)"
"551040","(ukjent)","(ukjent)"
"551042","(ukjent)","(ukjent)"
"551043","(ukjent)","(ukjent)"
"551045","Kong Salomos sverd","978-82-05-42315-2"
"551046","(ukjent)","(ukjent)"
"551048","Stolpesnø","978-82-05-42475-3"
"551049","(ukjent)","(ukjent)"
"551051","(ukjent)","(ukjent)"
"551052","(ukjent)","(ukjent)"
"551053","(ukjent)","(ukjent)"
"551054","Støvet, skyggen, hunden og jeg","978-82-02-36756-5"
"551055","(ukjent)","(ukjent)"
"551056","Nattens sirkus","978-82-02-35943-0"
"551057","(ukjent)","(ukjent)"
"551058","(ukjent)","(ukjent)"
"551059","(ukjent)","(ukjent)"
"551060","Mørketid","978-82-02-34147-3"
"551061","Forsvinningens anatomi","978-82-02-36050-4"
"551062","(ukjent)","(ukjent)"
"551063","(ukjent)","(ukjent)"
"551064","(ukjent)","(ukjent)"
"551065","(ukjent)","(ukjent)"
"551066","Mørke dager","978-82-02-35727-6"
"551067","(ukjent)","(ukjent)"
"551068","(ukjent)","(ukjent)"
"551069","(ukjent)","(ukjent)"
"551070","Æresordet","978-82-02-30374-7"
"551071","Anklaget","978-82-02-36088-7"
"551072","De bortgjemte","978-82-02-34863-2"
"551073","(ukjent)","(ukjent)"
"551074","(ukjent)","(ukjent)"
"551075","På vei mot døden","978-82-02-36307-9"
"551076","Gullbuddhaen","978-82-02-36300-0"
"551077","Jakten på polarkoden","978-82-02-36302-4"
"551078","Solfuglen","978-82-02-36276-8"
"551079","Gatens advokat","978-82-02-34626-3"
"551080","(ukjent)","(ukjent)"
"551081","(ukjent)","(ukjent)"
"551082","Reachers hevn","978-82-02-36599-8"
"551083","Dødsskipet","978-82-02-31309-8"
"551084","Navigatøren","978-82-04-15358-6"
"551085","Jakten","978-82-04-15359-3"
"551086","Skjelettkysten","978-82-04-13437-0"
"551087","Vakt i mørket","978-82-04-12519-4"
"551088","Årets mørkeste natt","978-82-04-15323-4"
"551089","(ukjent)","(ukjent)"
"551090","(ukjent)","(ukjent)"
"551091","(ukjent)","(ukjent)"
"551092","(ukjent)","(ukjent)"
"551093","(ukjent)","(ukjent)"
"551095","(ukjent)","(ukjent)"
"551096","(ukjent)","(ukjent)"
"551097","(ukjent)","(ukjent)"
"551100","(ukjent)","(ukjent)"
"551101","(ukjent)","(ukjent)"
"551102","Din godhet","978-82-419-0654-1"
"551103","Glassregnbuen","978-82-419-0664-0"
"551104","Ole Bull og folkemusikken","978-82-419-0667-1"
"551106","(ukjent)","(ukjent)"
"551107","(ukjent)","(ukjent)"
"551108","(ukjent)","(ukjent)"
"551109","Oppgjørets time","978-82-419-0668-8"
"551110","Døden er nå min nabo","978-82-419-0494-3"
"551111","(ukjent)","(ukjent)"
"551112","(ukjent)","(ukjent)"
"551113","(ukjent)","(ukjent)"
"551114","(ukjent)","(ukjent)"
"551116","(ukjent)","(ukjent)"
"551117","(ukjent)","(ukjent)"
"551118","(ukjent)","(ukjent)"
"551119","(ukjent)","(ukjent)"
"551120","(ukjent)","(ukjent)"
"551121","En aften på Kreta og andre fortellinger","978-82-516-5763-1"
"551122","Finklerspørsmålet","978-82-516-5543-9"
"551123","I død og lyst","978-82-516-6218-5"
"551126","(ukjent)","(ukjent)"
"551127","Henrietta Lacks' udødelige liv","978-82-8205-167-5"
"551129","Indias datter","978-82-8205-139-2"
"551130","(ukjent)","(ukjent)"
"551132","Det blå rommet","978-82-8205-169-9"
"551133","(ukjent)","(ukjent)"
"551135","Kutte bånd","978-82-05-41628-4"
"551140","Påskekrim 2012","978-82-8205-221-4"
"551146","(ukjent)","(ukjent)"
"551152","Svømmeknappmysteriet","978-82-02-36955-2"
"551153","Mørke","978-82-02-36199-0"
"551154","Stikk!","978-82-02-36698-8"
"551155","Var det det det var","978-82-02-34369-9"
"551156","En drapsmann blir født","978-82-02-35885-3"
"551157","Sannsynligheten for kjærlighet ved første blikk","978-82-02-35059-8"
"551158","Knoterud FK i hardt vær","978-82-02-36920-0"
"551161","(ukjent)","(ukjent)"
"551162","(ukjent)","(ukjent)"
"551163","(ukjent)","(ukjent)"
"551165","Dronningen av Myrion","978-82-02-36950-7"
"551166","Dagene før mai","978-82-02-37036-7"
"551167","Tegn","978-82-02-37088-6"
"551174","Varslet","978-82-02-37402-0"
"551178","Leo og Mei","978-82-02-37726-7"
"551179","De siste seks","978-82-02-32107-9"
"551180","Verdensredderne","978-82-02-36170-9"
"551182","Hockeysveis fører til dårlige rim","978-82-02-37633-8"
"551183","Pling i bollen","978-82-02-34371-2"
"551185","(ukjent)","(ukjent)"
"551186","(ukjent)","(ukjent)"
"551187","(ukjent)","(ukjent)"
"551188","(ukjent)","(ukjent)"
"551189","(ukjent)","(ukjent)"
"551192","Carla, min Carla","978-82-02-37407-5"
"551194","Arven","9788202368746"
"551195","Taklinger og tårer","978-82-02-37621-5"
"551198","Bomb dem!","978-82-02-37417-4"
"551201","Hjemmet (1+2/2012)","(ukjent)"
"551202","Vi menn (1+2/2012)","(ukjent)"
"551203","(ukjent)","(ukjent)"
"551204","Gratiskyss i mørke","978-82-02-34468-9"
"551207","Nikolai","978-82-7201-504-5"
"551208","Nikolai på skolen","978-82-7201-505-2"
"551209","Skyggene","978-82-02-35100-7"
"551210","Ute av tiden","978-82-489-1141-8"
"551211","Bedre helse nr. (1/2012)","(ukjent)"
"551212","Hund & fritid! (1/2012)","(ukjent)"
"551213","Den ukjente","82-478-0571-5"
"551214","Oppgjøret","82-478-0572-3"
"551215","Advarselen","82-478-0573-1"
"551216","Våpenet","82-478-0575-8"
"551217","Gjensynet","82-478-0576-6"
"551218","Avskjeden","82-478-0623-1"
"551219","Nykommeren","82-478-0626-6"
"551220","Trusselen","82-478-0627-4"
"551221","Løsningen","82-478-0653-3"
"551222","Avsløringen","82-05-27931-4"
"551223","Mistanken","82-05-27932-2"
"551224","Isfront","82-05-27933-0"
"551225","Angrepet","8205279349"
"551226","Dypdykk","82-05-27935-7"
"551227","Eksperimentet","82-05-27936-5"
"551228","Sykdommen","82-05-27937-3"
"551236","Giftige hjerter","978-82-03-25451-2"
"551245","Jernmannen","978-82-530-3467-6"
"551249","Salamandergåten","978-82-489-1147-0"
"551252","Kyss ein bokstav","978-82-7959-169-6"
"551253","Politihunden Falk til teneste!","978-82-521-7843-2"
"551254","Stråleglans","978-82-489-1108-1"
"551256","Birk og Barcelona-gjengen","978-82-521-7853-1"
"551257","Alle mann i forsvar","978-82-521-7854-8"
"551260","Odd og frostkjempene","978-82-489-1088-6"
"551262","Folket på Vinje","9788230007969"
"551263","Kapital (1/2012)","0332-5423"
"551264","National geographic nr 01/2012","(ukjent)"
"551265","Levende historie nr 1/2012","(ukjent)"
"551266","Hjemmet (3+4/2012)","(ukjent)"
"551267","Vi menn (3+4/2012)","(ukjent)"
"551268","Det dyrebare","978-82-495-0539-5"
"551272","Ella og Rockepekka","978-82-8238-034-8"
"551273","Dystopia","978-82-521-7409-0"
"551274","Dystopia II","978-82-521-7555-4"
"551275","Da jeg lot deg gå","978-82-02-34016-2"
"551279","Knust suppe","978-82-02-34187-9"
"551280","Bare en hund","978-82-02-34037-7"
"551281","Våk over meg","978-82-02-33313-3"
"551282","Frans blir detektiv","978-82-02-35133-5"
"551284","Aldrin Akrobat blir astronaut","978-82-02-34540-2"
"551285","27 grader på stranda","978-82-02-36334-5"
"551286","Kate på tur","978-82-02-36365-9"
"551288","Azur (1)","978-82-05-40880-7"
"551292","Sirkelen","978-82-05-41773-1"
"551294","Giraffen og Pelli og jeg","978-82-525-7883-6"
"551295","Den kjempestore krokodillen","978-82-05-42010-6"
"551296","Danny og den store fasanjakten","978-82-05-42149-3"
"551297","Rampete Robins grusomme gjerninger","978-82-05-42055-7"
"551305","Sangen om en brukket nese","978-82-05-42140-0"
"551311","Den topphemmelige støvsugeren","9788205420137"
"551312","Brennende hjerter","978-82-05-42084-7"
"551314","På flukt","978-82-05-41625-3"
"551315","Blind frykt","978-82-05-41626-0"
"551316","Den onde læreren","978-82-05-41840-0"
"551317","Spøkelseshotellet","978-82-05-41841-7"
"551318","(ukjent)","(ukjent)"
"551320","Teddy i trøbbel (4)","978-82-05-42068-7"
"551322","Den mistenksomme ponnien","978-82-05-42213-1"
"551323","Blackout","978-82-05-41203-3"
"551334","Slå tilbake","978-82-05-41627-7"
"551335","(ukjent)","(ukjent)"
"551338","Kvinnen i buret","978-82-03-21551-3"
"551339","Minnet om en skitten engel","978-82-05-40783-1"
"551340","Innsikt (Aftenposten) (2/2012)","(ukjent)"
"551341","Foreldre & barn (2/2012)","(ukjent)"
"551348","Inn i elden","978-82-521-8041-1"
"551357","(ukjent)","(ukjent)"
"551358","(ukjent)","(ukjent)"
"551359","(ukjent)","(ukjent)"
"551360","Dødens skygge","9788205418172"
"551361","(ukjent)","(ukjent)"
"551362","Kvinnene på stranden","978-82-489-1016-9"
"551363","Spansk gullalder","978-82-530-3434-8"
"551364","Så høyt var du elsket","978-82-05-40123-5"
"551365","Det ligger i blodet","978-82-10-05116-6"
"551367","Dette burde skrives i nåtid","978-82-49-50869-3"
"551368","Grand mal","978-82-49-50919-5"
"551371","Jeg er Zlatan","978-82-8169-145-2"
"551373","Bli Björk","978-82-521-7862-3"
"551374","(ukjent)","(ukjent)"
"551375","Jeg vet hvem du er","978-82-489-1151-7"
"551376","(ukjent)","(ukjent)"
"551378","Aldri alene","978-82-8205-116-3"
"551379","Skinnende gull, glitrende smaragd","978-82-05-40671-1"
"551385","Glad av mat","(ukjent)"
"551386","Svart mamba","978-82-419-0612-1"
"551387","Det herre e det livet du har fått","978-82-998829-0-3"
"551388","En enkes fortelling","978-82-530-3443-0"
"551389","Tirsdagsdamene","978-82-9058-315-1"
"551390","Mine foreldres ånd stiger i regnet","978-82-53-03435-5"
"551391","Bror og noe som sier pip","978-82-02-36209-6"
"551392","Håpe, sa gåsa","978-82-02-36349-9"
"551393","Kjøtt og blod","978-82-02-36336-9"
"551394","Naskerne","978-82-02-36230-0"
"551395","Demonene","978-82-02-34584-6"
"551396","Lone og Nynne og de som lyver","978-82-03-25323-2"
"551397","Mai-Britt, Mars-Britt og mopsen Muntermor","978-82-8143-288-8"
"551398","Ella dag og natt","978-82-8238-012-6"
"551399","Sølvbåt og stjernevind","978-82-8238-020-1"
"551400","Bedre helse nr. (2/2012)","(ukjent)"
"551401","Reiser & ferie (2/2012)","(ukjent)"
"551402","Fjell og vidde (1/2012)","0332-8775"
"551403","Kapital (3/2012)","0332-5423"
"551404","(ukjent)","(ukjent)"
"551405","National geographic nr 02/2012","(ukjent)"
"551406","Liv i bilder","978-82-03-29310-8"
"551407","Vi menn (7+8/2012)","(ukjent)"
"551408","Historien om fru Berg","978-82-05-40103-7"
"551409","Med penn og pistol","978-82-02-35869-3"
"551412","(ukjent)","(ukjent)"
"551413","Fuglene under himmelen","978-82-8143-363-2"
"551414","Jens Stoltenberg","(ukjent)"
"551415","(ukjent)","(ukjent)"
"551416","(ukjent)","(ukjent)"
"551417","(ukjent)","(ukjent)"
"551418","Grisefesten","978-82-516-5530-9"
"551419","Etterpå varer så lenge","978-82-03-25398-0"
"551420","Hund & fritid! (2/2012)","(ukjent)"
"551421","Foreldre & barn (3/2012)","(ukjent)"
"551422","Heksesot","978-82-530-3463-8"
